
time,foot
13.64143,Left,
13.82544,Right,
13.87718,Left,
14.11164,Right,
14.18794,Left,
14.3694,Right,
14.42496,Left,
14.62082,Right,
14.66149,Left,
14.87011,Right,
14.91942,Left,
15.12016,Right,
15.15908,Left,
15.36154,Right,
15.40104,Left,
15.56386,Right,
15.61487,Left,
15.76861,Right,
15.87603,Left,
16.05868,Right,
16.11858,Left,
16.17803,Left,
16.36835,Right,
16.40622,Left,
16.62503,Left,
16.62503,Right,
16.91968,Right,
16.97298,Left,
17.30367,Right,
17.35066,Left,
17.54447,Right,
17.5853,Left,
17.8544,Left,
17.8544,Right,

time,foot
0.2411444,Right,
0.5331437,Left,
0.8378413,Right,
1.093831,Left,
1.383563,Right,
1.624205,Left,
1.851271,Right,
2.100348,Left,
2.324294,Right,
2.573127,Left,
2.791336,Right,
3.001835,Left,
3.222113,Right,
3.406158,Left,
3.686674,Right,
3.857432,Left,
4.11906,Right,
4.288084,Left,
4.529446,Right,
4.713589,Left,
4.920378,Right,
5.072558,Left,
5.350698,Right,
5.502868,Left,
5.746319,Right,
5.937409,Left,
6.188195,Right,
6.362258,Left,
6.559032,Right,
6.764389,Left,
6.957408,Right,
7.146741,Left,
7.399235,Right,
7.601024,Left,
7.807546,Right,
7.940718,Left,
8.168811,Right,
8.377723,Left,
8.583951,Right,
8.806288,Left,
9.018314,Right,
9.161989,Left,
9.478203,Right,
9.637579,Left,
9.923516,Right,
10.07869,Left,
10.33075,Right,
10.43743,Left,
10.72058,Right,
10.8542,Left,
11.10241,Right,
11.1976,Left,
11.36978,Right,
11.49523,Left,
11.64903,Right,
11.72023,Left,
11.87835,Right,
11.96333,Left,
12.09495,Right,
12.14967,Left,
12.30731,Right,
12.38105,Left,
12.56274,Left,
12.56274,Right,
12.7848,Right,
12.84693,Left,
12.98532,Right,
13.06606,Left,
13.23351,Right,
13.27308,Left,
13.50152,Right,
13.53639,Left,
13.70927,Right,
13.7937,Left,
13.95244,Right,
14.02868,Left,
14.18641,Right,
14.26839,Left,
14.43912,Right,
14.48757,Left,
14.68507,Right,
14.73722,Left,
14.92932,Right,
15.00342,Left,
15.1782,Right,
15.2288,Left,
15.43037,Right,
15.46236,Left,
15.64726,Right,
15.73746,Left,
15.93521,Right,
15.97774,Left,
16.19109,Right,
16.21833,Left,
16.42704,Right,
16.46232,Left,
16.69266,Right,
16.76619,Left,
16.95099,Right,
17.00425,Left,
17.22481,Right,
17.25337,Left,
17.43338,Right,
17.52542,Left,
17.70042,Right,
17.79198,Left,
17.98557,Right,
18.01337,Left,
18.23221,Right,
18.31136,Left,
18.47198,Right,
18.55972,Left,
18.75088,Right,
18.78417,Left,
18.96589,Right,
19.05305,Left,
19.25086,Right,
19.28402,Left,
19.51691,Right,
19.54639,Left,
19.73942,Right,
19.77522,Left,
19.99891,Right,
20.02705,Left,
20.24714,Right,
20.27881,Left,
20.50226,Right,
20.53082,Left,
20.73373,Right,
20.77039,Left,
21.00196,Right,
21.03411,Left,
21.56656,Right,
21.65122,Left,

time,foot
0.3767076,Right,
0.6549052,Left,
0.920242,Right,
1.085313,Left,
1.197164,Right,
1.262748,Left,
1.409413,Right,
1.480392,Left,
1.609433,Right,
1.683318,Left,
1.843638,Right,
1.884672,Left,
2.076389,Right,
2.168235,Left,
2.296844,Right,
2.347379,Left,
2.531456,Right,
2.614517,Left,
2.786506,Right,
2.844654,Left,
2.995951,Right,
3.115367,Left,
3.285304,Right,
3.376092,Left,
3.52557,Right,
3.578686,Left,
3.770045,Right,
3.841311,Left,
4.026829,Right,
4.067894,Left,
4.26113,Right,
4.324481,Left,
4.51778,Right,
4.574277,Left,
4.734391,Right,
4.814136,Left,
4.966873,Right,
5.053534,Left,
5.191232,Right,
5.284953,Left,
5.46757,Right,
5.502254,Left,
5.722966,Right,
5.763147,Left,
5.946822,Right,
5.980419,Left,
6.140744,Right,
6.238007,Left,
6.394234,Right,
6.469285,Left,
6.632025,Right,
6.673928,Left,
6.895,Right,
6.922623,Left,
7.128386,Right,
7.165979,Left,
7.359815,Right,
7.43056,Left,
7.627949,Right,
7.65412,Left,
7.870051,Right,
7.901611,Left,
8.085449,Right,
8.125545,Left,
8.326632,Right,
8.422169,Left,
8.592354,Right,
8.63414,Left,
8.854522,Right,
8.881751,Left,
9.123858,Right,
9.151704,Left,
9.383793,Left,
9.383793,Right,
9.607765,Right,
9.665896,Left,
9.868093,Right,
9.900882,Left,
10.11419,Right,
10.21394,Left,
10.35241,Right,
10.38392,Left,
10.59076,Right,
10.66976,Left,
10.84533,Right,
10.87266,Left,
11.07916,Right,
11.16144,Left,
11.34094,Right,
11.37442,Left,
11.58315,Right,
11.64652,Left,
11.82789,Right,
11.86239,Left,
12.10397,Right,
12.12798,Left,
12.34044,Right,
12.38189,Left,
12.57747,Right,
12.64323,Left,
12.83004,Right,
12.9195,Left,
13.10259,Right,
13.15834,Left,
13.33307,Right,
13.37467,Left,
13.60688,Right,
13.63382,Left,
13.83401,Right,
13.86898,Left,
14.04632,Right,
14.1317,Left,
14.31668,Right,
14.35245,Left,
14.60066,Right,
14.63525,Left,
14.84355,Right,
14.90615,Left,
15.10727,Right,
15.13546,Left,
15.35649,Right,
15.39077,Left,
15.63065,Right,
15.65847,Left,
15.87722,Left,
15.87722,Right,
16.03839,Right,
16.11246,Left,
16.26577,Right,
16.33854,Left,
16.49791,Right,
16.53411,Left,
16.71043,Right,
16.74711,Left,
16.94026,Right,
16.99577,Left,
18.02467,Right,
18.06426,Left,

time,foot
0.05329455,Left,
0.2285644,Right,
0.3537108,Left,
0.5335535,Right,
0.610908,Left,
0.7980053,Right,
0.8771776,Left,
1.09285,Right,
1.120954,Left,
1.277057,Right,
1.340512,Left,
1.520316,Right,
1.598656,Left,
1.779027,Right,
1.842507,Left,
1.998519,Right,
2.084667,Left,
2.266677,Right,
2.300121,Left,
2.476265,Right,
2.558323,Left,
2.691057,Right,
2.782501,Left,
2.992706,Right,
3.029765,Left,
3.191835,Right,
3.345009,Left,
3.500689,Right,
3.543033,Left,
3.732053,Right,
3.792366,Left,
3.978603,Right,
4.013345,Left,
4.233315,Right,
4.297092,Left,
4.494724,Right,
4.548417,Left,
4.771,Right,
4.802995,Left,
5.020465,Right,
5.079952,Left,
5.291921,Right,
5.331945,Left,
5.562327,Right,
5.658259,Left,
5.807083,Right,
5.834732,Left,
6.033081,Right,
6.071534,Left,
6.230334,Right,
6.28686,Left,
6.481405,Left,
6.51056,Right,
6.668881,Left,
6.761178,Right,
6.908447,Left,
7.011207,Right,
7.100096,Left,
7.246309,Right,
7.316821,Left,
7.475013,Right,
7.502423,Left,
7.69385,Right,
7.792462,Left,
7.989076,Left,
7.989076,Right,
8.224088,Right,
8.283057,Left,
8.485667,Right,
8.523351,Left,
8.690259,Right,
8.797008,Left,
8.986159,Right,
9.015877,Left,
9.234093,Right,
9.295474,Left,
9.490646,Right,
9.547736,Left,
9.74685,Right,
9.775718,Left,
9.978383,Right,
10.01672,Left,
10.23437,Right,
10.26443,Left,
10.45564,Right,
10.53411,Left,
10.72375,Right,
10.79521,Left,
10.99662,Right,
11.02438,Left,
11.21724,Right,
11.25379,Left,
11.49389,Right,
11.5516,Left,
11.76049,Right,
11.80896,Left,
11.97852,Right,
12.0463,Left,
12.25124,Right,
12.28904,Left,
12.51974,Right,
12.55284,Left,
12.74774,Right,
12.7769,Left,
12.97097,Right,
13.0071,Left,
13.22447,Right,
13.25089,Left,
13.45051,Right,
13.55036,Left,
13.77257,Left,
13.77257,Right,
13.93489,Right,
14.06414,Left,
14.22927,Right,
14.26435,Left,
14.44999,Right,
14.54042,Left,
14.7697,Right,
14.83671,Left,
14.94265,Right,
15.04908,Left,
15.24787,Right,
15.28779,Left,
15.52094,Right,
15.55155,Left,
15.75888,Right,
15.84448,Left,
16.04662,Right,
16.07501,Left,
16.29097,Right,
16.33413,Left,
16.57263,Left,
16.57263,Right,
16.84669,Left,
16.87948,Right,
18.1537,Right,
18.23603,Left,

time,foot
6.307464,Left,
6.49918,Right,
6.573968,Left,
6.710089,Right,
6.788404,Left,
6.898963,Right,
6.975753,Left,
7.096214,Right,
7.207218,Left,
7.307368,Right,
7.367496,Left,
7.500476,Right,
7.558027,Left,
7.663429,Right,
7.718788,Left,
7.817772,Right,
7.876588,Left,
7.998337,Right,
8.021312,Left,
8.157327,Right,
8.216011,Left,
8.324557,Right,
8.352861,Left,
8.512094,Right,
8.634145,Left,
8.734726,Right,
9.142512,Left,
9.221031,Right,
9.290076,Left,
9.374585,Right,
9.424195,Left,
9.498059,Right,
9.638408,Left,
9.638408,Right,
9.754353,Left,
9.79563,Right,
9.864609,Left,
9.934796,Right,
9.99074,Left,
10.04959,Right,
10.09219,Left,
10.18959,Right,
10.21455,Left,
10.31647,Right,
10.37038,Left,
10.50335,Right,
10.55711,Left,
10.60052,Right,
10.67162,Left,
10.76638,Left,
10.76638,Right,
10.89409,Left,
10.91445,Right,
11.00346,Left,
11.0519,Right,
11.1349,Left,
11.18722,Right,
11.23014,Left,
11.32339,Right,
11.34619,Left,
11.45252,Left,
11.48555,Right,
11.55901,Left,
11.61819,Right,
11.67662,Left,
11.872,Right,
11.90967,Left,
12.01264,Left,
12.0312,Right,
12.12863,Left,
12.16486,Right,
12.23545,Left,
12.32115,Left,
12.32115,Right,
12.46416,Left,
12.46416,Right,
12.59997,Left,
12.63786,Right,
12.77679,Right,
12.82289,Left,
12.94788,Right,
12.96865,Left,
13.11572,Left,
13.13506,Right,
13.21719,Left,
13.26236,Right,
13.38375,Left,
13.49661,Right,
13.51725,Left,
13.55125,Right,
13.62435,Left,
13.74316,Right,
13.89368,Right,
13.95765,Left,
14.06842,Right,
14.10806,Left,
14.20891,Right,
14.28307,Left,
14.39662,Right,
14.44833,Left,
14.53609,Right,
14.57953,Left,
14.73017,Right,
14.76844,Left,
14.88727,Right,
14.95723,Left,
15.04989,Right,
15.13439,Left,
15.27783,Right,
15.3189,Left,
15.47073,Right,
15.49496,Left,
15.61021,Right,
15.7027,Left,
15.8124,Right,
15.88935,Left,
16.01222,Right,
16.04522,Left,
16.16388,Right,
16.25303,Left,
16.36181,Right,
16.40542,Left,
16.57843,Right,
16.61962,Left,
16.76949,Right,
16.78868,Left,
16.94001,Right,
17.0205,Left,
17.15763,Right,
17.19236,Left,
17.3453,Right,
17.43007,Left,
17.55067,Right,
17.62757,Left,
17.75034,Right,
17.84449,Left,
17.96803,Right,
18.0393,Left,
18.17584,Right,
18.21104,Left,

time,foot
0.08815625,Right,
0.1635445,Left,
0.3263073,Right,
0.3694352,Left,
0.5421925,Right,
0.5863364,Left,
0.7480711,Right,
0.8319882,Left,
0.9742399,Right,
1.050057,Left,
1.205948,Right,
1.256313,Left,
1.431414,Right,
1.483313,Left,
1.640851,Right,
1.697183,Left,
1.881279,Right,
1.914085,Left,
2.085971,Right,
2.168403,Left,
2.313606,Right,
2.393793,Left,
2.532835,Right,
2.587093,Left,
2.724734,Right,
2.786176,Left,
2.892037,Right,
2.954056,Left,
3.09376,Right,
3.143738,Left,
3.279774,Right,
3.34685,Left,
3.467282,Right,
3.516526,Left,
3.646953,Right,
3.689142,Left,
3.825899,Right,
3.879934,Left,
4.020701,Right,
4.083354,Left,
4.220417,Right,
4.289774,Left,
4.436721,Right,
4.496911,Left,
4.597849,Right,
4.697817,Left,
4.839368,Right,
4.887776,Left,
5.022904,Right,
5.082968,Left,
5.218718,Right,
5.300222,Left,
5.46229,Right,
5.503921,Left,
5.656229,Right,
5.722116,Left,
5.853317,Right,
5.925629,Left,
6.054896,Right,
6.132703,Left,
6.244948,Right,
6.346747,Left,
6.481024,Right,
6.539086,Left,
6.678998,Right,
6.713391,Left,
6.856579,Right,
6.959658,Left,
7.098215,Right,
7.139534,Left,
7.30381,Right,
7.328946,Left,
7.513464,Right,
7.546824,Left,
7.708919,Right,
7.785866,Left,
7.921876,Right,
7.99286,Left,
8.133089,Right,
8.212909,Left,
8.370497,Right,
8.413394,Left,
8.563138,Right,
8.592468,Left,
8.747171,Right,
8.853041,Left,
8.995154,Right,
9.067389,Left,
9.187565,Right,
9.263882,Left,
9.388241,Right,
9.48047,Left,
9.631429,Right,
9.682775,Left,
9.830677,Right,
9.899646,Left,
10.02821,Right,
10.14439,Left,
10.28348,Right,
10.3633,Left,
10.50557,Right,
10.56558,Left,
10.6928,Right,
10.79543,Left,
10.94818,Right,
10.9927,Left,
11.13379,Right,
11.21688,Left,
11.44529,Right,
11.46875,Left,
11.56256,Right,
11.66132,Left,
11.82187,Right,
11.9017,Left,
12.02577,Right,
12.13328,Left,
12.27072,Right,
12.34962,Left,
12.49621,Right,
12.56694,Left,
12.68539,Right,
12.79866,Left,
12.89262,Right,
13.00369,Left,
13.16114,Right,
13.22065,Left,
13.34594,Right,
13.44907,Left,
13.57046,Right,
13.71066,Left,
13.80285,Right,
13.85042,Left,
14.00354,Right,
14.07789,Left,
14.21187,Right,
14.30134,Left,
14.46184,Right,
14.50475,Left,
14.67945,Right,
14.7086,Left,
14.89891,Right,
14.92666,Left,

time,foot
0.05782831,Left,
0.1999071,Right,
0.2749892,Left,
0.3603063,Right,
0.4389408,Left,
0.5553579,Right,
0.621196,Left,
0.7307379,Right,
0.7844515,Left,
0.9152067,Right,
0.9964447,Left,
1.102281,Right,
1.182273,Left,
1.307345,Right,
1.38597,Left,
1.500051,Right,
1.580504,Left,
1.688824,Right,
1.73903,Left,
1.8751,Right,
1.927713,Left,
2.117942,Left,
2.254854,Right,
2.283668,Left,
2.44662,Right,
2.50702,Left,
2.609748,Right,
2.703346,Left,
2.819917,Right,
2.897928,Left,
3.035959,Right,
3.113897,Left,
3.188731,Right,
3.304064,Left,
3.399254,Right,
3.485658,Left,
3.590105,Right,
3.691048,Left,
3.809402,Right,
3.880352,Left,
4.004783,Right,
4.06129,Left,
4.192393,Right,
4.239384,Left,
4.416983,Right,
4.471136,Left,
4.58888,Right,
4.688264,Left,
4.797249,Right,
4.874206,Left,
5.017053,Right,
5.071136,Left,
5.201881,Right,
5.306304,Left,
5.433008,Right,
5.530137,Left,
5.676295,Right,
5.702466,Left,
5.851179,Right,
5.947949,Left,
6.072595,Right,
6.172518,Left,
6.327513,Right,
6.349132,Left,
6.527909,Right,
6.596792,Left,
6.716601,Right,
6.801574,Left,
6.97955,Right,
7.058193,Left,
7.16452,Right,
7.272209,Left,
7.41352,Right,
7.501166,Left,
7.634287,Right,
7.739095,Left,
7.869616,Right,
7.95098,Left,
8.104883,Right,
8.190415,Left,
8.343738,Right,
8.422314,Left,
8.576604,Right,
8.658665,Left,
8.76365,Right,
8.886915,Left,
9.014493,Right,
9.121036,Left,
9.242253,Right,
9.349854,Left,
9.471162,Right,
9.567655,Left,
9.686434,Right,
9.805029,Left,
9.912822,Right,
10.00359,Left,
10.12838,Right,
10.21844,Left,
10.38984,Right,
10.45455,Left,
10.60566,Right,
10.68871,Left,
10.84087,Right,
10.91228,Left,
11.07919,Right,
11.15205,Left,
11.28578,Right,
11.39654,Left,
11.51059,Right,
11.61214,Left,
11.71634,Right,
11.8357,Left,
11.97069,Right,
12.05681,Left,
12.21448,Right,
12.30408,Left,
12.43205,Right,
12.54699,Left,
12.68171,Right,
12.71527,Left,
12.88458,Right,
12.97893,Left,
13.11208,Right,
13.20406,Left,
13.34424,Right,
13.47237,Left,
13.57857,Right,
13.65913,Left,
13.79747,Right,
13.93071,Left,
14.04305,Right,
14.16051,Left,
14.25198,Right,
14.38401,Left,
14.49674,Right,
14.60919,Left,
14.76177,Right,
14.84507,Left,
14.98144,Right,
15.08811,Left,
15.26905,Left,
15.29393,Right,
15.42704,Left,

time,foot
0.1015096,Right,
0.191148,Left,
0.3403952,Right,
0.3811565,Left,
0.5103024,Right,
0.5923227,Left,
0.7167633,Right,
0.7755231,Left,
0.8850309,Right,
0.9639125,Left,
1.082332,Right,
1.153211,Left,
1.273859,Right,
1.322909,Left,
1.473206,Right,
1.548347,Left,
1.685334,Right,
1.736631,Left,
1.837565,Right,
1.925878,Left,
2.059453,Right,
2.144548,Left,
2.239359,Right,
2.330011,Left,
2.448904,Right,
2.499628,Left,
2.612975,Right,
2.692445,Left,
2.824124,Right,
2.902071,Left,
2.987402,Right,
3.091982,Left,
3.217508,Right,
3.288695,Left,
3.407177,Right,
3.470825,Left,
3.613227,Right,
3.687385,Left,
3.792794,Right,
4.016138,Right,
4.092787,Left,
4.201119,Right,
4.295948,Left,
4.411058,Right,
4.499938,Left,
4.608134,Right,
4.708929,Left,
4.820423,Right,
4.914524,Left,
5.058739,Right,
5.109729,Left,
5.264811,Right,
5.352488,Left,
5.4888,Right,
5.565116,Left,
5.717692,Right,
5.787514,Left,
5.950748,Right,
6.028571,Left,
6.21772,Left,
6.21772,Right,
6.379278,Right,
6.482075,Left,
6.625016,Right,
6.705035,Left,
6.831029,Right,
6.904846,Left,
7.065214,Right,
7.147896,Left,
7.234415,Left,
7.234415,Right,
9.512938,Right,
9.543636,Left,
9.70061,Right,
9.776535,Left,
9.923641,Right,
10.01954,Left,
10.12259,Right,
10.23572,Left,
10.3412,Right,
10.45788,Left,
10.61177,Right,
10.66059,Left,
10.82762,Right,
10.86074,Left,
11.03053,Right,
11.11661,Left,
11.27448,Right,
11.36113,Left,
11.50739,Right,
11.58738,Left,
11.70083,Right,
11.82648,Left,
11.98718,Right,
12.04111,Left,
12.20671,Right,
12.28218,Left,
12.42678,Right,
12.50856,Left,
12.67239,Right,
12.7954,Left,
12.935,Right,
13.01132,Left,
13.18847,Right,
13.24541,Left,
13.42744,Right,
13.51254,Left,
13.68088,Right,
13.74489,Left,
13.9158,Right,
13.99148,Left,
14.13137,Right,
14.22703,Left,
14.38577,Right,
14.47023,Left,
14.61403,Right,
14.70221,Left,
14.84774,Right,
14.93012,Left,
15.08165,Right,
15.16641,Left,
15.39959,Left,
15.39959,Right,
15.55839,Right,
15.66896,Left,
15.80066,Right,
15.92043,Left,
16.06016,Right,
16.12663,Left,
16.30005,Right,
16.32446,Left,
16.53535,Right,
16.59653,Left,
16.7659,Right,
16.82202,Left,
16.99445,Right,
17.0844,Left,
17.24515,Right,
17.29008,Left,
17.46431,Right,
17.52884,Left,

time,foot
0.1471601,Right,
0.2185279,Left,
0.3990102,Right,
0.4326732,Left,
0.6158688,Right,
0.7381681,Left,
0.8289052,Right,
0.8932255,Left,
1.046577,Right,
1.117908,Left,
1.286889,Right,
1.367144,Left,
1.544351,Right,
1.616375,Left,
1.770531,Right,
1.819683,Left,
1.999799,Right,
2.056564,Left,
2.242896,Right,
2.297195,Left,
2.463295,Right,
2.529003,Left,
2.694484,Right,
2.789358,Left,
2.932233,Right,
3.040845,Left,
3.194106,Right,
3.256641,Left,
3.424565,Right,
3.484646,Left,
3.668533,Right,
3.74303,Left,
3.94859,Right,
3.972198,Left,
4.135836,Right,
4.245767,Left,
4.407578,Right,
4.475604,Left,
4.64464,Right,
4.70963,Left,
4.875152,Right,
4.946378,Left,
5.111893,Right,
5.186283,Left,
5.332506,Right,
5.414139,Left,
5.564777,Right,
5.656164,Left,
5.816137,Right,
5.878257,Left,
6.037108,Right,
6.109476,Left,
6.289032,Right,
6.332085,Left,
6.490774,Right,
6.575999,Left,
6.715831,Right,
6.823572,Left,
6.974599,Right,
7.053696,Left,
7.22857,Right,
7.334796,Left,
7.461751,Right,
7.599813,Left,
7.705241,Right,
7.744007,Left,
7.90697,Right,
8.025243,Left,
8.162425,Right,
8.258703,Left,
8.432254,Right,
8.499956,Left,
8.654675,Right,
8.733304,Left,
8.894209,Right,
8.986774,Left,
9.132981,Right,
9.204477,Left,
9.319358,Right,
9.457841,Left,
9.588746,Right,
9.676439,Left,
9.899464,Left,
9.899464,Right,
10.08248,Right,
10.12403,Left,
10.29401,Right,
10.36143,Left,
10.55258,Right,
10.62862,Left,
10.79628,Right,
10.87307,Left,
11.04074,Right,
11.11713,Left,
11.27488,Right,
11.34794,Left,
11.51019,Right,
11.57222,Left,
11.75022,Right,
11.8182,Left,
11.9354,Right,
12.04967,Left,
12.20431,Right,
12.27926,Left,
12.46391,Right,
12.5236,Left,
12.69294,Right,
12.74452,Left,
12.88365,Right,
12.99684,Left,
13.14385,Right,
13.23262,Left,
13.40591,Right,
13.47806,Left,
13.60367,Right,
13.7235,Left,
13.89368,Right,
13.97609,Left,
14.15604,Right,
14.22039,Left,
14.36801,Right,
14.47457,Left,
14.62485,Right,
14.71322,Left,
14.90492,Right,
14.94182,Left,
15.10521,Right,
15.18974,Left,
15.37042,Right,
15.4432,Left,
15.57868,Right,
15.69878,Left,
15.88017,Right,
15.95985,Left,
16.12977,Right,
16.19679,Left,
16.35989,Right,
16.4243,Left,
16.5837,Right,
16.759,Left,
16.84884,Right,
16.96335,Left,

time,foot
0.4119426,Right,
0.5394108,Left,
0.6939397,Right,
0.7847977,Left,
0.9404511,Right,
1.012205,Left,
1.188966,Right,
1.220441,Left,
1.387415,Right,
1.446292,Left,
1.636375,Right,
1.661074,Left,
1.866323,Right,
1.90041,Left,
2.078345,Right,
2.163766,Left,
2.309191,Right,
2.36513,Left,
2.521915,Right,
2.649606,Left,
2.746966,Right,
2.8046,Left,
2.956222,Right,
3.022431,Left,
3.17077,Right,
3.228482,Left,
3.408036,Right,
3.462503,Left,
3.655123,Right,
3.714486,Left,
3.912323,Left,
3.912323,Right,
4.113415,Right,
4.16693,Left,
4.337452,Right,
4.393592,Left,
4.562716,Right,
4.624572,Left,
4.78892,Right,
4.842807,Left,
5.010345,Right,
5.067713,Left,
5.243069,Right,
5.291503,Left,
5.453891,Right,
5.506966,Left,
5.689648,Right,
5.723154,Left,
5.893671,Right,
5.976203,Left,
6.132362,Right,
6.155894,Left,
6.348926,Right,
6.432545,Left,
6.597997,Right,
6.649465,Left,
6.809987,Right,
6.87369,Left,
7.062826,Right,
7.114666,Left,
7.296408,Right,
7.360459,Left,
7.524924,Right,
7.601722,Left,
7.773825,Right,
7.835909,Left,
7.993053,Right,
8.047344,Left,
8.24129,Right,
8.265963,Left,
8.454112,Right,
8.484318,Left,
8.680699,Right,
8.736168,Left,
8.936109,Right,
8.964641,Left,
9.118492,Right,
9.21235,Left,
9.401585,Right,
9.527744,Left,
9.62541,Right,
9.719855,Left,
9.893936,Right,
9.934261,Left,
10.08677,Right,
10.16091,Left,
10.35674,Right,
10.38344,Left,
10.57463,Right,
10.62932,Left,
10.81301,Right,
10.87763,Left,
11.06627,Right,
11.09121,Left,
11.28258,Right,
11.33178,Left,
11.53909,Right,
11.56458,Left,
11.8024,Right,
11.82382,Left,
12.00495,Right,
12.03727,Left,
12.23145,Right,
12.28568,Left,
12.49291,Right,
12.54912,Left,
12.72606,Right,
12.80553,Left,
12.95032,Right,
13.01161,Left,
13.20401,Right,
13.25819,Left,
13.45794,Right,
13.48786,Left,
13.6411,Right,
13.74329,Left,
13.94377,Right,
13.98531,Left,
14.14582,Right,
14.22187,Left,
14.39922,Right,
14.42417,Left,
14.65761,Right,
14.69189,Left,
14.88647,Right,
14.94805,Left,
15.11361,Right,
15.15595,Left,
15.37482,Right,
15.40172,Left,
15.59298,Right,
15.68355,Left,
15.85923,Right,
15.94996,Left,
16.09459,Right,
16.12814,Left,
16.40007,Left,
16.40007,Right,
16.57482,Right,
16.62773,Left,
16.78082,Right,
16.85187,Left,

time,foot
0.1078887,Right,
0.1582263,Left,
0.3326828,Right,
0.3954462,Left,
0.5705831,Right,
0.5922564,Left,
0.7690373,Right,
0.8292576,Left,
1.007371,Right,
1.053431,Left,
1.230005,Right,
1.277164,Left,
1.438135,Right,
1.482427,Left,
1.658803,Right,
1.714261,Left,
1.87364,Right,
1.913079,Left,
2.075325,Right,
2.139862,Left,
2.29768,Right,
2.340632,Left,
2.515167,Right,
2.608545,Left,
2.734052,Right,
2.77886,Left,
2.944782,Right,
2.999002,Left,
3.175754,Right,
3.206648,Left,
3.377101,Right,
3.43652,Left,
3.619737,Right,
3.647672,Left,
3.811235,Right,
3.930103,Left,
4.085486,Right,
4.140164,Left,
4.288735,Right,
4.356462,Left,
4.502896,Right,
4.585997,Left,
4.761596,Right,
4.778163,Left,
4.979099,Right,
5.044233,Left,
5.225329,Right,
5.290381,Left,
5.451399,Right,
5.524242,Left,
5.725197,Right,
5.741967,Left,
5.928577,Right,
5.965181,Left,
6.146511,Right,
6.20854,Left,
6.359874,Right,
6.439419,Left,
6.591951,Right,
6.663311,Left,
6.833772,Right,
6.887509,Left,
7.075704,Right,
7.196185,Left,
7.282079,Right,
7.35459,Left,
7.511026,Right,
7.542729,Left,
7.750912,Right,
7.816212,Left,
7.990858,Right,
8.015459,Left,
8.159828,Right,
8.255004,Left,
8.441209,Right,
8.493608,Left,
8.63576,Right,
8.733871,Left,
8.860112,Right,
8.956324,Left,
9.114762,Right,
9.171922,Left,
9.391687,Right,
9.477713,Left,
9.552634,Right,
9.633788,Left,
9.822626,Right,
9.849418,Left,
10.05604,Right,
10.14254,Left,
10.30555,Right,
10.37918,Left,
10.52439,Right,
10.61735,Left,
10.7804,Right,
10.86366,Left,
10.99607,Right,
11.09521,Left,
11.24371,Right,
11.34519,Left,
11.51031,Right,
11.57291,Left,
11.75016,Right,
11.78758,Left,
11.94578,Right,
12.0321,Left,
12.18004,Right,
12.23168,Left,
12.38263,Right,
12.47186,Left,
12.61055,Right,
12.70333,Left,
12.83915,Right,
12.92041,Left,
13.07619,Right,
13.17635,Left,
13.34574,Right,
13.37452,Left,
13.54726,Right,
13.60623,Left,
13.79351,Right,
13.86608,Left,
14.0478,Right,
14.10477,Left,
14.20919,Right,
14.31396,Left,
14.47166,Right,
14.55578,Left,
14.70973,Right,
14.75744,Left,
14.94771,Right,
15.03645,Left,
15.1736,Right,
15.28827,Left,
15.4459,Right,
15.52466,Left,
15.69062,Right,
15.79273,Left,
15.97337,Right,
16.00947,Left,
16.22086,Right,
16.24215,Left,

time,foot
0.04480746,Right,
0.0697154,Left,
0.191976,Right,
0.2562239,Left,
0.384749,Right,
0.4621332,Left,
0.5769014,Right,
0.6426609,Left,
0.7893045,Right,
0.8572093,Left,
0.9903644,Right,
1.082,Left,
1.189458,Right,
1.290287,Left,
1.416066,Right,
1.480636,Left,
1.612706,Right,
1.672821,Left,
1.815218,Right,
1.886045,Left,
2.016689,Right,
2.119541,Left,
2.351067,Right,
2.381531,Left,
2.490321,Right,
2.598969,Left,
2.707156,Right,
2.817593,Left,
2.952681,Right,
3.026393,Left,
3.140298,Right,
3.237952,Left,
3.361212,Right,
3.425074,Left,
3.594547,Right,
3.757154,Left,
3.822912,Right,
3.964293,Left,
4.05814,Right,
4.129371,Left,
4.269258,Right,
4.337851,Left,
4.464291,Right,
4.535424,Left,
4.697742,Right,
4.741038,Left,
4.935581,Left,
4.935581,Right,
5.123858,Left,
5.235383,Right,
5.347884,Left,
5.444549,Right,
5.556808,Left,
5.693691,Right,
5.750938,Left,
5.905837,Right,
5.931126,Left,
6.146944,Right,
6.18874,Left,
6.363814,Right,
6.465016,Left,
6.581833,Right,
6.674472,Left,
6.906123,Left,
6.906123,Right,
7.03991,Right,
7.142763,Left,
7.30993,Right,
7.399494,Left,
7.5376,Right,
7.641186,Left,
7.742683,Right,
7.846834,Left,
7.992503,Right,
8.090232,Left,
8.221043,Right,
8.336656,Left,
8.497559,Right,
8.572841,Left,
8.739593,Right,
8.818489,Left,
8.979755,Right,
9.048716,Left,
9.235152,Right,
9.316195,Left,
9.483214,Right,
9.520817,Left,
9.732342,Right,
9.796244,Left,
9.984779,Right,
10.05601,Left,
10.24141,Right,
10.32086,Left,
10.50366,Right,
10.58366,Left,
10.74498,Right,
10.83266,Left,
11.01777,Right,
11.06449,Left,
11.245,Right,
11.32419,Left,
11.51525,Right,
11.59824,Left,
11.77132,Right,
